ID_ev_booking;date_start;title;subtitle;room;tag1_E;tag2_E;genre;cast_full;program_full
000000e9:001998d6;2025-01-30T20:00:00;Yoga & Fauré;;Espace Découverte;Mood-booster;Music and More;Crossover / Chamber;Cathy Krier (piano) | Tulsi (Yogalehrer*in);Gabriel Fauré — Improvisation op. 84/5 | Gabriel Fauré — 9 Préludes
000000e9:00186d05;2025-01-31T10:00:00;Karneval vun den Déieren;;Grand Auditorium;;;0;Luxembourg Philharmonic (orchestre) | Nelly Danker (Regie) | Betsy Dentzer (Schauspill) | Elisabeth Schilling (Choreographie) | Pamela Dürr (Text) | Amélie Sator (Kostümer) | Andreas Ivancsics (Video) | Katharina Treutler (Piano) | Boris Kusnezow (Piano) | Kristian Sallinen (Leedung) | Isabelle Kaiser (Bün) | Aifric Ní Chaoimh (Tanz) | Noa Nies (Tanz) | Lynn Scheidweiler (assitance aux costumes) | Hannah Fleming (danse) | Léna Duhamel (danse) | Mona Kuborn (danse) | Mia Rutledge (danse) | Betty Wampach (danse) | Julie Boonen (danse) | Clara Kugener (danse) | Héloise Hysa (danse) | Karolina Luque Oliveira (danse) | Constânça Áurea Carvalho Fonseca (danse) | Caroline Dombrat (danse) | Yëliane Tientcheu (danse) | Ysaline Tientcheu (danse) | Sophia Fernandes de Oliveira (danse) | Emilie Bahlert (danse);Camille Saint-Saëns — Le Carnaval des animaux (Der Karneval der Tiere) | Jacques Offenbach — Orphée aux enfers (Orpheus in der Unterwelt): Galop infernal (arr. Thomas Dorsch) | Camille Saint-Saëns — Tortues (Le Carnaval des animaux) (arr. Thomas Dorsch)
000000e9:00195489;2025-01-31T19:30:00;Tomeka Reid Quartet;;Espace Découverte;Jazz and More;World;Jazz / Blues / Contemporary / Experimental;Tomeka Reid (cello) | Mary Halvorson (guitar) | Jason Roebke (double bass) | Tomas Fujiwara (Drums);
000000e9:00186d07;2025-02-01T11:00:00;Karneval vun den Déieren;Erzielconcert;Grand Auditorium;In Luxembourgish;4–10 years;0;Luxembourg Philharmonic (orchestre) | Nelly Danker (Regie) | Betsy Dentzer (Schauspill) | Elisabeth Schilling (Choreographie) | Pamela Dürr (Text) | Amélie Sator (Kostümer) | Andreas Ivancsics (Video) | Katharina Treutler (Piano) | Boris Kusnezow (Piano) | Kristian Sallinen (Leedung) | Isabelle Kaiser (Bün) | Aifric Ní Chaoimh (Tanz) | Noa Nies (Tanz) | Lynn Scheidweiler (assitance aux costumes) | Hannah Fleming (danse) | Léna Duhamel (danse) | Mona Kuborn (danse) | Mia Rutledge (danse) | Betty Wampach (danse) | Julie Boonen (danse) | Clara Kugener (danse) | Héloise Hysa (danse) | Karolina Luque Oliveira (danse) | Constânça Áurea Carvalho Fonseca (danse) | Caroline Dombrat (danse) | Yëliane Tientcheu (danse) | Ysaline Tientcheu (danse) | Sophia Fernandes de Oliveira (danse) | Emilie Bahlert (danse);Camille Saint-Saëns — Le Carnaval des animaux (Der Karneval der Tiere) | Jacques Offenbach — Orphée aux enfers (Orpheus in der Unterwelt): Galop infernal (arr. Thomas Dorsch) | Camille Saint-Saëns — Tortues (Le Carnaval des animaux) (arr. Thomas Dorsch)
000000e9:001878cf;2025-02-01T19:30:00;Mnozil Brass;Jubelei;Grand Auditorium;Instrument Focus;Mood-booster;Crossover / Contemporary / Experimental;Mnozil Brass (ensemble à vent) | Thomas Gansch (trumpet) | Thomas Gansch (flugelhorn) | Robert Rother (trumpet) | Robert Rother (flugelhorn) | Roman Rindberger (trumpet) | Roman Rindberger (flugelhorn) | Leonhard Paul (trombone) | Leonhard Paul (bass trumpet) | Gerhard Füßl (trombone) | Zoltán Kiss (trombone) | Wilfried Brandstötter (tuba);
000000e9:00196d96;2025-02-02T11:00:00;Sun and Strings;;Salle de Musique de Chambre;Intimate;Soulful;0;Osamu Yaguchi (violon) | Marina Kalisky (violon) | Aram Diulgerian (alto) | Ilia Laporev (violoncelle);Joseph Haydn — Streichquartett op. 20/5 «Sonnenquartett N° 5» | Edvard Grieg — Quatuor à cordes op. 27 | Osamu Yaguchi — Bis: Soupir d'étoile
000000e9:0018af78;2025-02-02T19:30:00;All-star Shostakovich;Kissin, Capuçon, Kremer, Rysanov;Grand Auditorium;Instrument Focus;Soulful;Chamber;Gidon Kremer (violon) | Gautier Capuçon (violoncelle) | Evgeny Kissin (piano) | Maxim Rysanov (alto);Dmitri Chostakovitch — Sonate pour violoncelle et piano | Dmitri Chostakovitch — Sonate pour violon et piano | Dmitri Chostakovitch — Sonate pour alto et piano
000000e9:00190dbc;2025-02-03T19:30:00;L’orgue à la française;;Grand Auditorium;;;0;Solistes Européens, Luxembourg (ensemble) | Christoph König (direction) | Kit Armstrong (orgue);Charles-Marie Widor — Toccata (Symphonie pour orgue N° 5) | Gabriel Fauré — Masques et Bergamasques | Francis Poulenc — Concerto pour orgue, orchestre à cordes et timbales | Charles Gounod — Symphonie N° 1 | Maurice Ravel — Pavane pour une infante défunte
000000e9:001980c6;2025-02-03T19:30:00;Joe Lovano's Paramount Quartet;;Salle de Musique de Chambre;Jazz and More;Mood-booster;Jazz / Blues;Joe Lovano (saxophone) | Julian Lage (guitar) | Will Calhoun (Drums) | Asante Santi Debriano (double bass);
000000e9:001b09b4;2025-02-04T12:30:00;Lunch Concert: European Academies;;Salle de Musique de Chambre;Intimate;Mood-booster;Chamber;Membres de la Luxembourg Philharmonic Academy | Membres de l'European Orchestra Academy | Hyunim Yoon (flûte) | Salomé Harth (hautbois) | Véronique Bernar (clarinette) | Máté Harangozó (cor) | Attila Sztán (trombone ténor) | Gergely Janák (trombone basse) | Lucrezia Costanzo (violon) | Birgit Born (violon) | Saar Van Bergen (alto) | Caroline Dauchy (violoncelle) | Ziv Wainer Bobrowicz (basson);Jacques Ibert — Trois pièces brèves | Dénes Ágay — Five Easy Dances | Ricardo Mollá — Echoes from Sefarad
000000e9:0018fcc8;2025-02-04T19:30:00;Rising star: Matilda Lloyd;;Salle de Musique de Chambre;Instrument Focus;Peaceful;Chamber / Crossover;Matilda Lloyd (trompette) | Martin Cousin (piano);Alfred Desenclos — Incantation | Pauline Viardot — «Havanaise» | George Enescu — Légende | Michaïl Ivanovitch Glinka — «L’Alouette» (arr. Mili Balakirev) | Dani Howard — Continuum (commande ECHO) | Alan Hovhaness — Prayer of Saint Gregory | Reinhold Glière — Andante op. 82/1 (Concerto pour soprano coloratura et orchestre) | Enrique Granados — Quejas o la Maja y el Ruiseñor (Goyescas) | Manuel de Falla — Siete canciones populares españolas | Amy Beach — Bis: «For Me the Jasmine Buds Unfold»
000000e9:001a3132;2025-02-05T10:00:00;Matilda Lloyd;;0000010f:0000016a;;;0;Matilda Lloyd (trumpet);
000000e9:001988e5;2025-02-07T10:00:00;Whaoouuuwwww;Spectacle musical et dansé d’animaux émerveillés d’après les histoires de Toon Tellegen;Espace Découverte;;;0;Animato Quartet (quatuor à cordes) | Inga Våga Gaustad (violon) | Tim Brackman (violon) | Elisa Karen Tavenier (alto) | Pieter de Koe (violoncelle) | Fabienne Vegt (mise en scène) | Fabienne Vegt (conception) | Johannes Offerhaus (décors) | Jessica Helbach (costumes) | Floriaan Ganzevoort (création lumière) | Paul Slangen (dramaturgie) | Doke Pauwels (danse) | Sara Europaeus (assistance à la mise en scène) | Gijs Kramers (arrangements) | Amarenske Haitsma (comédie) | Esra Copur (Bühnenbildassistenz) | Fabienne Vegt (texte);
000000e9:001b2083;2025-02-07T10:00:00;Luxembourg Philharmonic Academy & European Orchestra Academy;;Salle de Musique de Chambre;In Luxembourgish;6–10 years;0;Membres de la Luxembourg Philharmonic Academy | Membres de l'European Orchestra Academy | Martina Menichetti (conception) | Martina Menichetti (présentation);Benjamin Britten — Simple Symphony op. 4 | Wolfgang A. Mozart — Divertimento KV 137
000000e9:001b09a4;2025-02-07T12:30:00;Lunch Concert: European Academies;;Salle de Musique de Chambre;Intimate;Mood-booster;Chamber;Membres de la Luxembourg Philharmonic Academy | Membres de l'European Orchestra Academy | Lucrezia Costanzo (violon) | Eleanna Stratou (violon) | Clara Szu-Yu Lin (violon) | Éva Kóbor (violon) | Birgit Born (violon) | David Moosmann (violon) | Alexey Stychkin (violon) | Yun-Yun Chiang (violon) | Solvejg Wilding (violon) | Jules Stella (violon) | Saar Van Bergen (alto) | Barbora Butvydaite (alto) | Harriet Joy Quick (alto) | Javier Martin de la Torre (alto) | Alejandro Viana Herreros (violoncelle) | Tonka Javorović (violoncelle) | Caroline Dauchy (violoncelle) | Carol Salgado (violoncelle) | Jenő Puporka (contrebasse);Benjamin Britten — Simple Symphony op. 4 | Wolfgang A. Mozart — Divertimento KV 137
000000e9:00186d17;2025-02-07T19:30:00;Live Cinema: Frau im Mond;with the Luxembourg Philharmonic;Grand Auditorium;Film;Music and More;Film;Luxembourg Philharmonic (orchestre) | Timothy Brock (direction);Film: Frau im Mond (1929) | Fritz Lang réalisation | Thea von Harbou scénario | Timothy Brock musique (commande Philharmonie, Wiener Konzerthaus, Orchestre national de Lyon et Elbphilharmonie Hamburg)
000000e9:00186d22;2025-02-08T11:00:00;Live Cinema: Family Edition;;Grand Auditorium;Without words;6–106 years;0;Luxembourg Philharmonic (orchestre) | Timothy Brock (direction);Film: A Night in the Show (1915) | Charles Chaplin réalisation, scénario, comédie | Timothy Brock musique | Film: Liberty (1929) | Leo McCarey réalisation, scénario | H.M. Walker scénario | Timothy Brock musique | Laurel et Hardy comédie
000000e9:001988de;2025-02-08T11:00:00;Whaoouuuwwww;Spectacle musical et dansé d’animaux émerveillés d’après les histoires de Toon Tellegen;Espace Découverte;In French;5–9 years;;Animato Quartet (quatuor à cordes) | Inga Våga Gaustad (violon) | Tim Brackman (violon) | Elisa Karen Tavenier (alto) | Pieter de Koe (violoncelle) | Fabienne Vegt (mise en scène) | Fabienne Vegt (conception) | Johannes Offerhaus (décors) | Jessica Helbach (costumes) | Floriaan Ganzevoort (création lumière) | Paul Slangen (dramaturgie) | Doke Pauwels (danse) | Sara Europaeus (assistance à la mise en scène) | Gijs Kramers (arrangements) | Amarenske Haitsma (comédie) | Esra Copur (Bühnenbildassistenz) | Fabienne Vegt (texte);
000000e9:0018f428;2025-02-08T19:30:00;Mariza;Amor;Grand Auditorium;World;Mood-booster;World / Vocal / Choral;Mariza (vocals) | Luís Guerreiro (Portuguese guitar) | Carlos Ferreira (acoustic guitar) | João Frade (accordion) | Gabriel Salles (guitare basse acoustique) | Mário Costa (percussion);
000000e9:001988e2;2025-02-09T11:00:00;Whaoouuuwwww;Spectacle musical et dansé d’animaux émerveillés d’après les histoires de Toon Tellegen;Espace Découverte;In French;5–9 years;;Animato Quartet (quatuor à cordes) | Inga Våga Gaustad (violon) | Tim Brackman (violon) | Elisa Karen Tavenier (alto) | Pieter de Koe (violoncelle) | Fabienne Vegt (mise en scène) | Fabienne Vegt (conception) | Johannes Offerhaus (décors) | Jessica Helbach (costumes) | Floriaan Ganzevoort (création lumière) | Paul Slangen (dramaturgie) | Doke Pauwels (danse) | Sara Europaeus (assistance à la mise en scène) | Gijs Kramers (arrangements) | Amarenske Haitsma (comédie) | Esra Copur (Bühnenbildassistenz) | Fabienne Vegt (texte);
000000e9:0018f42b;2025-02-09T19:30:00;Mariza;Amor;Grand Auditorium;World;Mood-booster;World / Vocal / Choral;Mariza (vocals) | Luís Guerreiro (Portuguese guitar) | Carlos Ferreira (acoustic guitar) | João Frade (accordion) | Gabriel Salles (guitare basse acoustique) | Mário Costa (percussion);
000000e9:001988e6;2025-02-10T10:00:00;Whaoouuuwwww;Spectacle musical et dansé d’animaux émerveillés d’après les histoires de Toon Tellegen;Espace Découverte;;;0;Animato Quartet (quatuor à cordes) | Inga Våga Gaustad (violon) | Tim Brackman (violon) | Elisa Karen Tavenier (alto) | Pieter de Koe (violoncelle) | Fabienne Vegt (mise en scène) | Fabienne Vegt (conception) | Johannes Offerhaus (décors) | Jessica Helbach (costumes) | Floriaan Ganzevoort (création lumière) | Paul Slangen (dramaturgie) | Doke Pauwels (danse) | Sara Europaeus (assistance à la mise en scène) | Gijs Kramers (arrangements) | Amarenske Haitsma (comédie) | Esra Copur (Bühnenbildassistenz) | Fabienne Vegt (texte);
000000e9:00196264;2025-02-10T19:30:00;Mutterherzen: Still & Zerrissen;;Salle de Musique de Chambre;Peaceful;Classical Hits;Vocal / Choral / Chamber;Tabea Zimmermann (alto) | Christian Gerhaher (baryton) | Gerold Huber (piano);Johannes Brahms — Regenlied-Zyklus op. 59 | Wolfgang Rihm — Stabat Mater | Robert Fuchs — Sechs Phantasiestücke op. 117 | Wolfgang Rihm — Harzreise im Winter | György Kurtág — Signs, Games and Messages (extraits) | Othmar Schoeck — Elegie op. 36 (extraits) | Johannes Brahms — Zwei Gesänge op. 91 | Robert Schumann — Bis: «Sommerruh» WoO 7
000000e9:00186d23;2025-02-13T19:30:00;Arabian nights and northern lights;with Fatma Said & Sir John Eliot Gardiner;Grand Auditorium;Classical Hits;Peaceful;0;Luxembourg Philharmonic (orchestre) | Sir John Eliot Gardiner (direction) | Fatma Said (soprano);Hector Berlioz — Le Corsaire | Maurice Ravel — Shéhérazade | Najib Hankash — Bis: «Aatini Al Naya Wa Ghanni» (arr. Tim Allhoff) | Jean Sibelius — Symphonie N° 5
000000e9:001a3a3e;2025-02-13T19:30:00;Cyprien Keiser & Ilan Zajtmann – Recital;Schumann, Prokofiev, Mendelssohn;Salle de Musique de Chambre;;;0;Cyprien Keiser (violoncelle) | Ilan Zajtmann (piano);Robert Schumann — «Auf einer Burg» op. 39/7 (arr. Cyprien Keiser) | Sergueï Prokofiev — Sonate pour violoncelle et piano op. 119 | Robert Schumann — Fantasiestücke op. 73 | Felix Mendelssohn Bartholdy — Sonate für Violoncello und Klavier op. 58/2
000000e9:00193580;2025-02-14T10:00:00;BoOmBoOm;Spectacle musical et interactif;Espace Découverte;;;;Inesa Markava (danse) | Laurent Warnier (percussion, arrangements) | Philippe Schwartz (euphonium) | Paulo Lameiro (conception, mise en scène) | Lynn Scheidweiler (décors, costumes) | Amanda Kellman (alto);
000000e9:00193584;2025-02-15T10:30:00;BoOmBoOm;Spectacle musical et interactif;Espace Découverte;;;;Inesa Markava (danse) | Laurent Warnier (percussion, arrangements) | Philippe Schwartz (euphonium) | Paulo Lameiro (conception, mise en scène) | Lynn Scheidweiler (décors, costumes) | Amanda Kellman (alto);
000000e9:00193585;2025-02-16T10:30:00;BoOmBoOm;Spectacle musical et interactif;Espace Découverte;;;;Inesa Markava (danse) | Laurent Warnier (percussion, arrangements) | Philippe Schwartz (euphonium) | Paulo Lameiro (conception, mise en scène) | Lynn Scheidweiler (décors, costumes) | Amanda Kellman (alto);
000000e9:0019549b;2025-02-23T19:30:00;Camille & Phuphuma Love Minus;Alarm Clocks;Grand Auditorium;Music and More;World;World / Vocal / Choral;- Camille - (vocals) | Phuphuma Love Minus (ensemble vocal) | Robyn Orlin (directing) | Vito Walter (light design);
000000e9:001a84ab;2025-02-24T11:00:00;The Singing Circus;;0000010f:0000016a;;;0;WDR Rundfunkchor Köln (chœur) | Schul- und Community-Chöre aus Luxemburg | Simon Halsey (Chorleitung) | André Gatzke (présentation) | Popchouer (la « chorale pop ») Lycée classique d’Echternach | Monique Schumann (direction de chœur) | Schulchor des Athénée de Luxembourg | Claus Demmer (direction de chœur) | Vera Lecuit (direction de chœur) | Schulchor des Schengen-Lyzeum Perl | Bianca Hellberg (direction de chœur) | Magali Weber (direction de chœur);Bob Chilcott — Zoes (singendes) Tagebuch - Circus in my Mind (Auftrag Philharmonie und WDR)
000000e9:00196016;2025-02-25T19:30:00;Outspoken;;Salle de Musique de Chambre;Outside-the-box;Thought-provoking;Contemporary / Experimental;United Instruments of Lucilin (ensemble) | André Pons-Valdès (violon) | Sophie Deshayes (flûte) | Olivier Sliepen (saxophone) | Guy Frisch (percussion) | Donatienne Michel-Dansac (soprano) | Rémi Durupt (direction) | Winnie Cheng (violon) | Max Mausen (clarinette) | Steve Boehm (cor) | André Feydy (trompette) | Daniel Serafini (trombone) | Frin Wolter (accordéon) | Carolina Santiago Martínez (piano) | Eloïse Labaume (harpe) | Esther Saladin (violoncelle) | Emmanuel Teutsch (hautbois) | Marion Abeilhou (alto) | Mathilde Labédays (percussion) | Cédric Fischer (live electronics) | Jules Bauer de Milleret (contrebasse);Georges Sadeler — Chatting | Sina Fallahzadeh — Faghân (création) | Mikel Urquiza — I nalt be clode on the frolt | Kaija Saariaho — Lichtbogen
000000e9:00192a85;2025-02-26T12:30:00;Lunch with the Luxembourg Philharmonic;;Grand Auditorium;Mood-booster;Outside-the-box;Orchestra;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction);Dmitri Chostakovitch — Symphonie N° 15 (extraits)
000000e9:00198369;2025-02-26T19:30:00;Nesrine;;Salle de Musique de Chambre;World;Jazz and More;Crossover;Nesrine (cello) | Nesrine (vocals) | Léo Jassef (Keyboards) | Anissa Nehari (percussion);
000000e9:00186d2e;2025-02-27T19:30:00;Heartbeats;with Gustavo Gimeno;Grand Auditorium;Outside-the-box;Thought-provoking;Orchestra;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Vivi Vassileva (percussion);Charles Ives — The Unanswered Question | Sauli Zinovjev — A Savage Beat (commande Philharmonie, Beethoven Orchester Bonn, Wiener Konzerthaus) | Dmitri Chostakovitch — Symphonie N° 15
000000e9:00196afe;2025-02-28T10:00:00;Drumblebee ;;Espace Découverte;Without words;5–9 years;0;Quatuor Beat (ensemble) | Gabriel Benlolo (percussion) | Laurent Fraiche (percussion) | Jérôme Guicherd (percussion) | Hervé Trovel (percussion) | Dan Tanson (conception) | Dan Tanson (mise en scène) | Ela Baumann (chorégraphie) | Émilie Cottam (costumes) | Alexis Quinet (lumières);
000000e9:00186d30;2025-02-28T19:30:00;Luxembourg Philharmonic, Gimeno & Vassileva;Shostakovitch 15 & An Unanswered Question;0000010f:000001f3;Outside-the-box;Thought-provoking;Orchestra;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Vivi Vassileva (percussion);Charles Ives — The Unanswered Question | Sauli Zinovjev — A Savage Beat (commande Philharmonie, Beethoven Orchester Bonn, Wiener Konzerthaus) | Dmitri Chostakovitch — Symphonie N° 15
